accession	species	gene_id	chrom	start	end	len_bp	strand	class	tier	status	len_aa	model
cadam_V2R527	cadam	NXF25_021263	CM077936.1	134034454	134045471	11017	pos	intact	NA	NA	878	ncbi
cadam_V2R528	cadam	NXF25_021264	CM077936.1	134084038	134099212	15174	pos	intact	NA	NA	846	ncbi
cadam_V2R529	cadam	NXF25_021265	CM077936.1	134101370	134116883	15513	pos	intact	NA	NA	878	ncbi
cadam_V2R530	cadam	NXF25_021266	CM077936.1	134121456	134134451	12995	pos	intact	NA	NA	878	ncbi
cadam_V2R531	cadam	NXF25_021267	CM077936.1	134162161	134189631	27470	pos	intact	NA	NA	878	ncbi
cadam_V2R532	cadam	NXF25_021268	CM077936.1	134191832	134200804	8972	pos	intact	NA	NA	878	ncbi
cadam_V2R533	cadam	NXF25_021269	CM077936.1	134237803	134248647	10844	pos	intact	NA	NA	856	ncbi
cadam_V2R534	cadam	NXF25_021270	CM077936.1	134276804	134286650	9846	pos	intact	NA	NA	884	ncbi
cadam_V2R535	cadam	NXF25_021271	CM077936.1	134308075	134316601	8526	pos	intact	NA	NA	857	ncbi
cadam_V2R536	cadam	NXF25_021272	CM077936.1	134330902	134348654	17752	pos	intact	NA	NA	807	ncbi
cadam_V2R537	cadam	NXF25_021273	CM077936.1	134356515	134366650	10135	pos	intact	NA	NA	872	ncbi
cadam_V2R538	cadam	NXF25_021274	CM077936.1	134389888	134410510	20622	pos	intact	NA	NA	863	ncbi
cadam_V2R539	cadam	NXF25_021275	CM077936.1	134414608	134426818	12210	pos	intact	NA	NA	875	ncbi
cadam_V2R540	cadam	NXF25_021276	CM077936.1	134437843	134451587	13744	pos	intact	NA	NA	874	ncbi
cadam_V2R541	cadam	NXF25_021277	CM077936.1	134473626	134480815	7189	pos	intact	NA	NA	886	ncbi
cadam_V2R542	cadam	NXF25_021278	CM077936.1	134488575	134504033	15458	pos	intact	NA	NA	884	ncbi
cadam_V2R543	cadam	NXF25_021279	CM077936.1	134512914	134520426	7512	neg	intact	NA	NA	867	ncbi
cadam_V2R544	cadam	NXF25_021280	CM077936.1	134544985	134554197	9212	pos	intact	NA	NA	884	ncbi
cadam_V2R545	cadam	NXF25_021281	CM077936.1	134563215	134570743	7528	neg	intact	NA	NA	867	ncbi
cadam_V2R546	cadam	NXF25_021282	CM077936.1	134582264	134595408	13144	pos	intact	NA	NA	758	ncbi
cadam_V2R547	cadam	NXF25_021283	CM077936.1	134599448	134605660	6212	pos	intact	NA	NA	816	ncbi
cadam_V2R548	cadam	NXF25_021284	CM077936.1	134607813	134619472	11659	pos	intact	NA	NA	876	ncbi
cadam_V2R549	cadam	NXF25_021285	CM077936.1	134648477	134658897	10420	pos	intact	NA	NA	896	ncbi
cadam_V2R550	cadam	NXF25_021286	CM077936.1	134661620	134670470	8850	pos	intact	NA	NA	873	ncbi
cadam_V2R551	cadam	NXF25_021287	CM077936.1	134701276	134709297	8021	pos	intact	NA	NA	879	ncbi
cadam_V2R552	cadam	NXF25_021288	CM077936.1	134711440	134718351	6911	pos	intact	NA	NA	879	ncbi
cadam_V2R553	cadam	NXF25_021289	CM077936.1	134720299	134726946	6647	pos	intact	NA	NA	879	ncbi
cadam_V2R554	cadam	NXF25_021290	CM077936.1	134731681	134738843	7162	pos	intact	NA	NA	879	ncbi
cadam_V2R555	cadam	NXF25_021291	CM077936.1	134740991	134748130	7139	pos	intact	NA	NA	879	ncbi
cadam_V2R556	cadam	NXF25_021292	CM077936.1	134750100	134756760	6660	pos	intact	NA	NA	876	ncbi
cadam_V2R557	cadam	NXF25_021293	CM077936.1	134763302	134770706	7404	pos	intact	NA	NA	877	ncbi
cadam_V2R558	cadam	NXF25_021294	CM077936.1	134774435	134783888	9453	pos	intact	NA	NA	877	ncbi
cadam_V2R559	cadam	NXF25_021340	CM077936.1	135927327	135934990	7663	neg	intact	NA	NA	869	ncbi
cadam_V2R560	cadam	NXF25_021341	CM077936.1	135943794	135950918	7124	neg	intact	NA	NA	867	ncbi
cadam_V2R561	cadam	NXF25_021342	CM077936.1	136036310	136046126	9816	neg	intact	NA	NA	865	ncbi
cadam_V2R562	cadam	NXF25_021343	CM077936.1	136049141	136055420	6279	neg	intact	NA	NA	869	ncbi
cadam_V2R563	cadam	NXF25_021344	CM077936.1	136061578	136080830	19252	neg	intact	NA	NA	869	ncbi
cadam_V2R564	cadam	NXF25_021345	CM077936.1	136094281	136103507	9226	neg	intact	NA	NA	869	ncbi
cadam_V2R565	cadam	NXF25_021346	CM077936.1	136107742	136120976	13234	neg	intact	NA	NA	815	ncbi
cadam_V2R566	cadam	NXF25_021347	CM077936.1	136131850	136143209	11359	neg	intact	NA	NA	869	ncbi
cadam_V2R567	cadam	NXF25_021348	CM077936.1	136148632	136163662	15030	neg	intact	NA	NA	869	ncbi
cadam_V2R568	cadam	NXF25_021406	CM077936.1	136909434	136916710	7276	pos	intact	NA	NA	869	ncbi
cadam_V2R569	cadam	NXF25_021407	CM077936.1	136920594	136930502	9908	pos	intact	NA	NA	869	ncbi
cadam_V2R570	cadam	NXF25_021408	CM077936.1	136934215	136947605	13390	pos	intact	NA	NA	869	ncbi
cadam_V2R571	cadam	NXF25_021409	CM077936.1	136951356	136958861	7505	pos	intact	NA	NA	869	ncbi
cadam_V2R572	cadam	NXF25_021410	CM077936.1	136968664	136985481	16817	pos	intact	NA	NA	870	ncbi
cadam_V2R573	cadam	NXF25_021411	CM077936.1	136991948	136999247	7299	pos	intact	NA	NA	870	ncbi
cadam_V2R574	cadam	NXF25_021412	CM077936.1	137016682	137025466	8784	pos	intact	NA	NA	870	ncbi
cadam_V2R575	cadam	NXF25_021413	CM077936.1	137039800	137049146	9346	pos	intact	NA	NA	910	ncbi
cadam_V2R576	cadam	NXF25_021414	CM077936.1	137060071	137078849	18778	pos	intact	NA	NA	932	ncbi
cadam_V2R577	cadam	NXF25_021415	CM077936.1	137098588	137105331	6743	pos	intact	NA	NA	910	ncbi
cadam_V2R578	cadam	NXF25_021416	CM077936.1	137125052	137131793	6741	pos	intact	NA	NA	910	ncbi
cadam_V2R579	cadam	NXF25_021417	CM077936.1	137143751	137155339	11588	pos	intact	NA	NA	870	ncbi
cadam_V2R580	cadam	NXF25_021418	CM077936.1	137172220	137181151	8931	pos	intact	NA	NA	910	ncbi
cadam_V2R581	cadam	NXF25_021419	CM077936.1	137191251	137197426	6175	pos	intact	NA	NA	870	ncbi
cadam_V2R582	cadam	NXF25_021438	CM077936.1	137390647	137409527	18880	neg	intact	NA	NA	897	ncbi
cadam_V2R583	cadam	NXF25_021441	CM077936.1	137428145	137447030	18885	neg	intact	NA	NA	897	ncbi
cadam_V2R584	cadam	NXF25_021444	CM077936.1	137465653	137484253	18600	neg	intact	NA	NA	897	ncbi
cadam_V2R585	cadam	NXF25_021445	CM077936.1	137497370	137510743	13373	neg	intact	NA	NA	897	ncbi
cadam_V2R586	cadam	NXF25_021455	CM077936.1	137970528	137976571	6043	neg	intact	NA	NA	918	ncbi
cadam_V2R587	cadam	NXF25_021456	CM077936.1	137978348	137990069	11721	neg	intact	NA	NA	873	ncbi
cadam_V2R588	cadam	NXF25_021457	CM077936.1	138001598	138010605	9007	neg	intact	NA	NA	881	ncbi
cadam_V2R589	cadam	NXF25_021458	CM077936.1	138014483	138028151	13668	neg	intact	NA	NA	876	ncbi
cadam_V2R590	cadam	NXF25_021459	CM077936.1	138032010	138041409	9399	neg	intact	NA	NA	874	ncbi
cadam_V2R591	cadam	NXF25_021460	CM077936.1	138042814	138062468	19654	neg	intact	NA	NA	878	ncbi
cadam_V2R592	cadam	NXF25_021464	CM077936.1	138148200	138156626	8426	pos	intact	NA	NA	854	ncbi
cadam_V2R593	cadam	NXF25_021465	CM077936.1	138162510	138172996	10486	pos	intact	NA	NA	854	ncbi
cadam_V2R594	cadam	NXF25_021466	CM077936.1	138178894	138190700	11806	pos	intact	NA	NA	854	ncbi
cadam_V2R595	cadam	NXF25_021467	CM077936.1	138197506	138205603	8097	pos	intact	NA	NA	854	ncbi
cadam_V2R596	cadam	NXF25_021468	CM077936.1	138207498	138218200	10702	neg	intact	NA	NA	868	ncbi
cadam_V2R597	cadam	NXF25_021469	CM077936.1	138234569	138241167	6598	neg	intact	NA	NA	868	ncbi
cadam_V2R598	cadam	NXF25_021470	CM077936.1	138256034	138264559	8525	neg	intact	NA	NA	806	ncbi
cadam_V2R599	cadam	NXF25_021471	CM077936.1	138270630	138277735	7105	neg	intact	NA	NA	868	ncbi
cadam_V2R600	cadam	NXF25_021472	CM077936.1	138311006	138318466	7460	neg	intact	NA	NA	868	ncbi
cadam_V2R601	cadam	NXF25_021473	CM077936.1	138341299	138350347	9048	pos	intact	NA	NA	868	ncbi
cadam_V2R602	cadam	NXF25_021474	CM077936.1	138352745	138360041	7296	pos	intact	NA	NA	829	ncbi
cadam_V2R603	cadam	NXF25_021475	CM077936.1	138366355	138373870	7515	pos	intact	NA	NA	891	ncbi
cadam_V2R604	cadam	NXF25_021476	CM077936.1	138385760	138393828	8068	pos	intact	NA	NA	891	ncbi
cadam_V2R605	cadam	NXF25_021477	CM077936.1	138405075	138412957	7882	pos	intact	NA	NA	891	ncbi
cadam_V2R606	cadam	NXF25_021478	CM077936.1	138417950	138425908	7958	neg	intact	NA	NA	870	ncbi
cadam_V2R607	cadam	NXF25_021479	CM077936.1	138441328	138449447	8119	pos	intact	NA	NA	893	ncbi
cadam_V2R608	cadam	NXF25_021480	CM077936.1	138472148	138479500	7352	neg	intact	NA	NA	869	ncbi
cadam_V2R609	cadam	NXF25_021481	CM077936.1	138491076	138498666	7590	neg	intact	NA	NA	852	ncbi
cadam_V2R610	cadam	NXF25_021482	CM077936.1	138522542	138531448	8906	pos	intact	NA	NA	868	ncbi
cadam_V2R611	cadam	NXF25_021483	CM077936.1	138533744	138540992	7248	pos	intact	NA	NA	860	ncbi
cadam_V2R612	cadam	NXF25_021484	CM077936.1	138546521	138554024	7503	pos	intact	NA	NA	880	ncbi
cadam_V2R613	cadam	NXF25_021485	CM077936.1	138565946	138573185	7239	pos	intact	NA	NA	886	ncbi
cadam_V2R614	cadam	NXF25_021486	CM077936.1	138584144	138592664	8520	pos	intact	NA	NA	891	ncbi
cadam_V2R615	cadam	NXF25_021487	CM077936.1	138607860	138615397	7537	pos	intact	NA	NA	891	ncbi
cadam_V2R616	cadam	NXF25_021488	CM077936.1	138643238	138651380	8142	pos	intact	NA	NA	893	ncbi
cadam_V2R617	cadam	NXF25_021489	CM077936.1	138704427	138710557	6130	neg	intact	NA	NA	877	ncbi
cadam_V2R618	cadam	NXF25_021490	CM077936.1	138714976	138719983	5007	neg	intact	NA	NA	882	ncbi
cadam_V2R619	cadam	NXF25_021491	CM077936.1	138759005	138764010	5005	neg	intact	NA	NA	882	ncbi
cadam_V2R620	cadam	NXF25_021492	CM077936.1	138767900	138774043	6143	neg	intact	NA	NA	874	ncbi
cadam_V2R621	cadam	NXF25_021493	CM077936.1	138807951	138812915	4964	neg	intact	NA	NA	868	ncbi
cadam_V2R622	cadam	NXF25_021494	CM077936.1	138816806	138822951	6145	neg	intact	NA	NA	874	ncbi
cadam_V2R623	cadam	NXF25_021495	CM077936.1	138833883	138839527	5644	pos	intact	NA	NA	867	ncbi
cadam_V2R624	cadam	NXF25_021496	CM077936.1	138848599	138866545	17946	pos	intact	NA	NA	867	ncbi
cadam_V2R625	cadam	NXF25_021497	CM077936.1	138880609	138885855	5246	pos	intact	NA	NA	838	ncbi
cadam_V2R626	cadam	NXF25_021498	CM077936.1	138895389	138900636	5247	pos	intact	NA	NA	838	ncbi
cadam_V2R627	cadam	NXF25_021499	CM077936.1	138910835	138916079	5244	pos	partial	NA	NA	691	ncbi
cadam_V2R628	cadam	NXF25_021500	CM077936.1	138927748	138934744	6996	pos	intact	NA	NA	867	ncbi
cadam_V2R629	cadam	NXF25_021501	CM077936.1	138966229	138971133	4904	pos	intact	NA	NA	878	ncbi
cadam_V2R630	cadam	NXF25_021502	CM077936.1	138981268	138986416	5148	pos	intact	NA	NA	803	ncbi
cadam_V2R631	cadam	NXF25_021503	CM077936.1	138992547	138997750	5203	pos	intact	NA	NA	869	ncbi
cadam_V2R632	cadam	NXF25_021504	CM077936.1	139034799	139039977	5178	pos	intact	NA	NA	846	ncbi
cadam_V2R633	cadam	NXF25_021505	CM077936.1	139046103	139051334	5231	pos	intact	NA	NA	869	ncbi
cadam_V2R634	cadam	NXF25_021506	CM077936.1	139066418	139071649	5231	pos	intact	NA	NA	869	ncbi
cadam_V2R635	cadam	NXF25_021507	CM077936.1	139098089	139103442	5353	pos	intact	NA	NA	867	ncbi
cadam_V2R636	cadam	NXF25_021508	CM077936.1	139108261	139113135	4874	pos	intact	NA	NA	868	ncbi
cadam_V2R637	cadam	NXF25_021509	CM077936.1	139126281	139131468	5187	pos	intact	NA	NA	848	ncbi
cadam_V2R638	cadam	NXF25_021510	CM077936.1	139144849	139149843	4994	pos	intact	NA	NA	868	ncbi
cadam_V2R639	cadam	NXF25_021511	CM077936.1	139172372	139177432	5060	pos	intact	NA	NA	868	ncbi
cadam_V2R640	cadam	NXF25_021512	CM077936.1	139194566	139199562	4996	pos	intact	NA	NA	868	ncbi
cadam_V2R641	cadam	NXF25_021513	CM077936.1	139212091	139220555	8464	pos	intact	NA	NA	869	ncbi
cadam_V2R642	cadam	NXF25_021515	CM077936.1	139267779	139275763	7984	neg	intact	NA	NA	880	ncbi
cadam_V2R643	cadam	NXF25_021516	CM077936.1	139285027	139294175	9148	neg	intact	NA	NA	873	ncbi
cadam_V2R644	cadam	NXF25_021517	CM077936.1	139302000	139315022	13022	neg	intact	NA	NA	881	ncbi
cadam_V2R645	cadam	NXF25_021518	CM077936.1	139318380	139330445	12065	pos	intact	NA	NA	805	ncbi
cadam_V2R646	cadam	NXF25_021519	CM077936.1	139334474	139347144	12670	pos	intact	NA	NA	864	ncbi
cadam_V2R647	cadam	NXF25_021520	CM077936.1	139357645	139367566	9921	pos	intact	NA	NA	864	ncbi
cadam_V2R648	cadam	NXF25_021521	CM077936.1	139386623	139399146	12523	pos	intact	NA	NA	864	ncbi
cadam_V2R649	cadam	NXF25_021522	CM077936.1	139403191	139412630	9439	pos	intact	NA	NA	864	ncbi
cadam_V2R650	cadam	NXF25_021523	CM077936.1	139418878	139427200	8322	pos	intact	NA	NA	864	ncbi
cadam_V2R651	cadam	NXF25_021524	CM077936.1	139435079	139442437	7358	pos	intact	NA	NA	864	ncbi
cadam_V2R652	cadam	NXF25_021525	CM077936.1	139453434	139460378	6944	neg	intact	NA	NA	891	ncbi
cadam_V2R653	cadam	NXF25_021526	CM077936.1	139473784	139486464	12680	neg	intact	NA	NA	891	ncbi
cadam_V2R654	cadam	NXF25_021527	CM077936.1	139495228	139503236	8008	pos	intact	NA	NA	868	ncbi
cadam_V2R655	cadam	NXF25_021528	CM077936.1	139527272	139535603	8331	pos	intact	NA	NA	904	ncbi
cadam_V2R656	cadam	NXF25_021529	CM077936.1	139539589	139547632	8043	pos	intact	NA	NA	878	ncbi
cadam_V2R657	cadam	NXF25_021530	CM077936.1	139553149	139561409	8260	pos	intact	NA	NA	878	ncbi
cadam_V2R658	cadam	NXF25_021531	CM077936.1	139566734	139574931	8197	pos	intact	NA	NA	878	ncbi
cadam_V2R659	cadam	NXF25_021532	CM077936.1	139579118	139587383	8265	pos	intact	NA	NA	874	ncbi
cadam_V2R660	cadam	NXF25_021533	CM077936.1	139625392	139637462	12070	pos	intact	NA	NA	891	ncbi
cadam_V2R661	cadam	NXF25_021534	CM077936.1	139643965	139659162	15197	pos	intact	NA	NA	860	ncbi
cadam_V2R662	cadam	NXF25_021535	CM077936.1	139665224	139675796	10572	pos	intact	NA	NA	891	ncbi
cadam_V2R663	cadam	NXF25_021536	CM077936.1	139681451	139689758	8307	pos	intact	NA	NA	878	ncbi
cadam_V2R664	cadam	NXF25_021537	CM077936.1	139699110	139706979	7869	pos	intact	NA	NA	847	ncbi
cadam_V2R665	cadam	NXF25_021538	CM077936.1	139713254	139721603	8349	pos	intact	NA	NA	891	ncbi
cadam_V2R666	cadam	NXF25_021539	CM077936.1	139725578	139732577	6999	pos	intact	NA	NA	827	ncbi
cadam_V2R667	cadam	NXF25_021540	CM077936.1	139745861	139759006	13145	pos	intact	NA	NA	895	ncbi
cadam_V2R668	cadam	NXF25_021541	CM077936.1	139764148	139772191	8043	pos	intact	NA	NA	878	ncbi
cadam_V2R669	cadam	NXF25_021542	CM077936.1	139786032	139793279	7247	pos	intact	NA	NA	751	ncbi
cadam_V2R670	cadam	NXF25_021543	CM077936.1	139802103	139809549	7446	pos	intact	NA	NA	862	ncbi
cadam_V2R671	cadam	NXF25_021544	CM077936.1	139811367	139819027	7660	pos	intact	NA	NA	864	ncbi
cadam_V2R672	cadam	NXF25_021545	CM077936.1	139821535	139834008	12473	pos	intact	NA	NA	864	ncbi
cadam_V2R673	cadam	NXF25_021546	CM077936.1	139852372	139859848	7476	pos	intact	NA	NA	864	ncbi
cadam_V2R674	cadam	NXF25_021547	CM077936.1	139871392	139880072	8680	pos	intact	NA	NA	864	ncbi
cadam_V2R675	cadam	NXF25_021548	CM077936.1	139883036	139896808	13772	neg	intact	NA	NA	849	ncbi
cadam_V2R676	cadam	NXF25_021549	CM077936.1	139919319	139930214	10895	pos	intact	NA	NA	876	ncbi
cadam_V2R677	cadam	NXF25_021550	CM077936.1	139933272	139942014	8742	pos	intact	NA	NA	868	ncbi
cadam_V2R678	cadam	NXF25_021551	CM077936.1	139944720	139958849	14129	pos	intact	NA	NA	871	ncbi
cadam_V2R679	cadam	NXF25_021552	CM077936.1	139968182	139975429	7247	pos	intact	NA	NA	804	ncbi
cadam_V2R680	cadam	NXF25_021553	CM077936.1	139978389	139986416	8027	pos	intact	NA	NA	875	ncbi
cadam_V2R681	cadam	NXF25_021554	CM077936.1	139989167	140005328	16161	pos	intact	NA	NA	860	ncbi
cadam_V2R682	cadam	NXF25_021555	CM077936.1	140031523	140040773	9250	pos	intact	NA	NA	875	ncbi
cadam_V2R683	cadam	NXF25_021556	CM077936.1	140043667	140059827	16160	pos	intact	NA	NA	871	ncbi
cadam_V2R684	cadam	NXF25_021557	CM077936.1	140069911	140078013	8102	pos	intact	NA	NA	871	ncbi
cadam_V2R685	cadam	NXF25_021558	CM077936.1	140081076	140090123	9047	pos	intact	NA	NA	822	ncbi
cadam_V2R686	cadam	NXF25_021559	CM077936.1	140096948	140109976	13028	neg	intact	NA	NA	899	ncbi
cadam_V2R687	cadam	NXF25_021560	CM077936.1	140113246	140132405	19159	neg	intact	NA	NA	869	ncbi
nscut_V2R001	nscut	LOC113418509	NW_020716702.1	4115886	4133327	17441	neg	partial	NA	NA	573	ncbi
nscut_V2R002	nscut	LOC113418510	NW_020716702.1	4146383	4197443	51060	neg	intact	NA	NA	1274	ncbi
nscut_V2R003	nscut	LOC113418511	NW_020716702.1	4198052	4218832	20780	neg	partial	NA	NA	547	ncbi
nscut_V2R004	nscut	LOC113419264	NW_020716714.1	3427673	3428557	884	neg	fragmented	NA	NA	294	ncbi
nscut_V2R005	nscut	LOC113423031	NW_020716832.1	987823	991963	4140	neg	intact	NA	NA	677	ncbi
nscut_V2R006	nscut	LOC113423033	NW_020716832.1	997097	1022583	25486	neg	intact	NA	NA	748	ncbi
nscut_V2R007	nscut	LOC113424153	NW_020716875.1	271056	283410	12354	pos	intact	NA	NA	876	ncbi
nscut_V2R008	nscut	LOC113424176	NW_020716875.1	496992	499427	2435	neg	fragmented	NA	NA	304	ncbi
nscut_V2R009	nscut	LOC113424582	NW_020716900.1	596619	601659	5040	neg	fragmented	NA	NA	473	ncbi
nscut_V2R010	nscut	LOC113424583	NW_020716900.1	615577	616536	959	neg	fragmented	NA	NA	319	ncbi
nscut_V2R011	nscut	LOC113425493	NW_020716980.1	18563	23579	5016	pos	intact	NA	NA	683	ncbi
nscut_V2R012	nscut	LOC113425498	NW_020716980.1	387311	395422	8111	pos	intact	NA	NA	710	ncbi
nscut_V2R013	nscut	LOC113425810	NW_020717004.1	286670	300210	13540	neg	partial	NA	NA	701	ncbi
nscut_V2R014	nscut	LOC113425955	NW_020717020.1	266415	281033	14618	neg	intact	NA	NA	702	ncbi
nscut_V2R015	nscut	LOC113425996	NW_020717024.1	15249	26555	11306	pos	intact	NA	NA	693	ncbi
nscut_V2R016	nscut	LOC113425997	NW_020717024.1	31424	51122	19698	pos	partial	NA	NA	520	ncbi
nscut_V2R017	nscut	LOC113425998	NW_020717024.1	61565	71089	9524	pos	partial	NA	NA	614	ncbi
nscut_V2R018	nscut	LOC113426309	NW_020717065.1	6878	28700	21822	neg	intact	NA	NA	719	ncbi
nscut_V2R019	nscut	LOC113426299	NW_020717065.1	35305	48922	13617	neg	partial	NA	NA	691	ncbi
nscut_V2R020	nscut	LOC113426300	NW_020717065.1	57088	70252	13164	neg	partial	NA	NA	671	ncbi
nscut_V2R021	nscut	LOC113426302	NW_020717065.1	107436	119039	11603	pos	partial	NA	NA	604	ncbi
nscut_V2R022	nscut	LOC113426304	NW_020717065.1	121898	141396	19498	neg	intact	NA	NA	921	ncbi
nscut_V2R023	nscut	LOC113426397	NW_020717077.1	7217	20131	12914	pos	partial	NA	NA	618	ncbi
nscut_V2R024	nscut	LOC113426387	NW_020717077.1	50515	60717	10202	pos	partial	NA	NA	590	ncbi
nscut_V2R025	nscut	LOC113426463	NW_020717089.1	10	1395	1385	neg	fragmented	NA	NA	339	ncbi
nscut_V2R026	nscut	LOC113426452	NW_020717089.1	31138	41745	10607	neg	intact	NA	NA	738	ncbi
nscut_V2R027	nscut	LOC113426456	NW_020717089.1	74911	91665	16754	neg	intact	NA	NA	826	ncbi
nscut_V2R028	nscut	LOC113426457	NW_020717089.1	97437	105514	8077	neg	intact	NA	NA	675	ncbi
nscut_V2R029	nscut	LOC113426459	NW_020717089.1	164702	165695	993	pos	fragmented	NA	NA	195	ncbi
nscut_V2R030	nscut	LOC113426460	NW_020717089.1	182582	191837	9255	neg	intact	NA	NA	754	ncbi
nscut_V2R031	nscut	LOC113426461	NW_020717089.1	196588	216969	20381	neg	intact	NA	NA	753	ncbi
nscut_V2R032	nscut	LOC113426462	NW_020717089.1	221312	222762	1450	neg	fragmented	NA	NA	375	ncbi
nscut_V2R033	nscut	LOC113426550	NW_020717102.1	32497	53807	21310	neg	partial	NA	NA	498	ncbi
nscut_V2R034	nscut	LOC113426555	NW_020717102.1	79956	82824	2868	neg	fragmented	NA	NA	305	ncbi
nscut_V2R035	nscut	LOC113426554	NW_020717102.1	103640	106120	2480	neg	fragmented	NA	NA	337	ncbi
nscut_V2R036	nscut	LOC113426556	NW_020717102.1	135517	138494	2977	neg	fragmented	NA	NA	304	ncbi
nscut_V2R037	nscut	LOC113426552	NW_020717102.1	173925	190635	16710	neg	partial	NA	NA	584	ncbi
nscut_V2R038	nscut	LOC113426577	NW_020717104.1	23398	32270	8872	neg	partial	NA	NA	559	ncbi
nscut_V2R039	nscut	LOC113426572	NW_020717104.1	156957	169327	12370	neg	fragmented	NA	NA	313	ncbi
nscut_V2R040	nscut	LOC113426573	NW_020717104.1	177503	186026	8523	pos	partial	NA	NA	661	ncbi
nscut_V2R041	nscut	LOC113426585	NW_020717106.1	6808	16907	10099	neg	fragmented	NA	NA	405	ncbi
nscut_V2R042	nscut	LOC113426581	NW_020717106.1	46769	50738	3969	neg	fragmented	NA	NA	409	ncbi
nscut_V2R043	nscut	LOC113426582	NW_020717106.1	63167	72020	8853	neg	fragmented	NA	NA	439	ncbi
nscut_V2R044	nscut	LOC113426583	NW_020717106.1	76320	91394	15074	neg	partial	NA	NA	520	ncbi
nscut_V2R045	nscut	LOC113426762	NW_020717131.1	2682	11190	8508	neg	fragmented	NA	NA	261	ncbi
nscut_V2R046	nscut	LOC113426764	NW_020717131.1	40305	56123	15818	neg	partial	NA	NA	512	ncbi
nscut_V2R047	nscut	LOC113426766	NW_020717131.1	85560	98505	12945	neg	fragmented	NA	NA	515	ncbi
nscut_V2R048	nscut	LOC113426767	NW_020717131.1	109804	127411	17607	neg	partial	NA	NA	592	ncbi
nscut_V2R049	nscut	LOC113426770	NW_020717131.1	134090	141949	7859	neg	fragmented	NA	NA	404	ncbi
nscut_V2R050	nscut	LOC113426769	NW_020717131.1	163735	197874	34139	pos	fragmented	NA	NA	402	ncbi
nscut_V2R051	nscut	LOC113426939	NW_020717164.1	333	3395	3062	pos	fragmented	NA	NA	361	ncbi
nscut_V2R052	nscut	LOC113426940	NW_020717164.1	65243	74516	9273	neg	partial	NA	NA	625	ncbi
nscut_V2R053	nscut	LOC113426941	NW_020717164.1	91667	134274	42607	neg	partial	NA	NA	618	ncbi
nscut_V2R054	nscut	LOC113426942	NW_020717164.1	138500	147820	9320	neg	partial	NA	NA	579	ncbi
nscut_V2R055	nscut	LOC113426943	NW_020717164.1	162532	180868	18336	neg	fragmented	NA	NA	446	ncbi
nscut_V2R056	nscut	LOC113427018	NW_020717181.1	39956	89642	49686	neg	fragmented	NA	NA	558	ncbi
nscut_V2R057	nscut	LOC113427125	NW_020717204.1	43767	74316	30549	pos	intact	NA	NA	857	ncbi
nscut_V2R058	nscut	LOC113427126	NW_020717204.1	103295	133020	29725	pos	intact	NA	NA	686	ncbi
nscut_V2R059	nscut	LOC113427189	NW_020717220.1	34831	67586	32755	neg	intact	NA	NA	973	ncbi
nscut_V2R060	nscut	LOC113427190	NW_020717220.1	70930	84532	13602	neg	partial	NA	NA	602	ncbi
nscut_V2R061	nscut	LOC113427191	NW_020717220.1	105817	120241	14424	pos	intact	NA	NA	828	ncbi
nscut_V2R062	nscut	LOC113427241	NW_020717233.1	42338	50416	8078	pos	partial	NA	NA	554	ncbi
nscut_V2R063	nscut	LOC113427479	NW_020717291.1	17283	37103	19820	pos	fragmented	NA	NA	505	ncbi
nscut_V2R064	nscut	LOC113427481	NW_020717291.1	87402	99863	12461	pos	fragmented	NA	NA	552	ncbi
nscut_V2R065	nscut	LOC113427482	NW_020717291.1	125809	126713	904	pos	fragmented	NA	NA	300	ncbi
nscut_V2R066	nscut	LOC113427496	NW_020717300.1	27255	35442	8187	pos	fragmented	NA	NA	358	ncbi
nscut_V2R067	nscut	LOC113427500	NW_020717300.1	113178	121046	7868	pos	intact	NA	NA	748	ncbi
nscut_V2R068	nscut	LOC113427541	NW_020717311.1	24351	30032	5681	neg	intact	NA	NA	684	ncbi
nscut_V2R069	nscut	LOC113427542	NW_020717311.1	66234	74373	8139	neg	partial	NA	NA	589	ncbi
nscut_V2R070	nscut	LOC113427559	NW_020717315.1	38523	44814	6291	neg	fragmented	NA	NA	403	ncbi
nscut_V2R071	nscut	LOC113427560	NW_020717315.1	92306	106613	14307	neg	fragmented	NA	NA	490	ncbi
nscut_V2R072	nscut	LOC113427564	NW_020717316.1	67167	79751	12584	neg	intact	NA	NA	836	ncbi
nscut_V2R073	nscut	LOC113427635	NW_020717335.1	96560	100926	4366	neg	fragmented	NA	NA	324	ncbi
nscut_V2R074	nscut	LOC113427664	NW_020717347.1	65715	66623	908	pos	fragmented	NA	NA	302	ncbi
nscut_V2R075	nscut	LOC113427665	NW_020717347.1	82552	96125	13573	neg	partial	NA	NA	636	ncbi
nscut_V2R076	nscut	LOC113427686	NW_020717354.1	53528	58600	5072	pos	partial	NA	NA	559	ncbi
nscut_V2R077	nscut	LOC113427726	NW_020717368.1	21692	33526	11834	neg	intact	NA	NA	788	ncbi
nscut_V2R078	nscut	LOC113427728	NW_020717368.1	86752	98025	11273	neg	intact	NA	NA	721	ncbi
nscut_V2R079	nscut	LOC113427772	NW_020717384.1	63959	78265	14306	neg	intact	NA	NA	852	ncbi
nscut_V2R080	nscut	LOC113427785	NW_020717391.1	78460	84577	6117	pos	intact	NA	NA	748	ncbi
